Tipo_Fundo_Classe;CNPJ_Fundo_Classe;Data_Referencia;Versao;Data_Entrega;Nome_Fundo_Classe;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
Classe;28.729.197/0001-13;2024-12-01;1;2025-03-28;FUNDO DE INVESTIMENTO IMOBILIARIO VBI CRI;2019-04-02;INVESTIDORES EM GERAL;BRCVBICTF001;11010228;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;28729197000113;Rua Alves Guimarães;1212;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;28.737.771/0001-85;2024-06-01;1;2024-09-26;ALIANZA TRUST RENDA IMOBILIARIA FII;2017-12-27;INVESTIDORES EM GERAL;BRALZRCTF006;12226625;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;28.757.546/0001-00;2024-06-01;3;2024-10-03;XP MALLS FII FII;2017-12-22;INVESTIDORES EM GERAL;BRXPMLCTF000;55320191;N;N;Renda;Shoppings;Ativa;Indeterminado;;30/06;S;N;N;S;N;XP INVESTIMENTOS CCTVM S.A.;59281253000123;Avenida Ataulfo de Paiva;153;Sala 201;Leblon;Rio de Janeiro;RJ;22440-032;(11)3383-3102;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
Classe;28.830.325/0001-10;2024-06-01;1;2024-09-27;FII IRIDIUM RECEBIVEIS IMOBILIARIOS;2018-03-06;INVESTIDORES EM GERAL;BRIRDMCTF004;36433827;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;28.851.767/0001-43;2024-12-01;1;2025-03-26;FII HOSPITAL UNIMED SUL CAPIXABA;2017-10-06;INVESTIDORES EM GERAL;BRHUSCCTF009;850821;N;N;Desenvolvimento para Renda;Outros;Passiva;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS - DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;CONJUNTO 32, BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;+55 (11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
;28.893.734/0001-66;2024-12-01;1;2025-03-26;IMMOB I  FII;2018-02-01;INVESTIDOR PROFISSIONAL;BRRNOVCTF002;161721;S;N;Híbrido;Híbrido;Ativa;Indeterminado;;Dezembro;S;S;N;S;S;BEM DTVM LTDA;00066670000100;Núcleo Cidade de Deus;S/N;Prédio Prata - 4º Andar;Vl Yara;Osasco;SP;06029-900;(11) 3684-4522;;;www.bradescobemdtvm.com.br;bemdtvm@bradesco.com.br
Classe;28.899.178/0001-35;2024-06-01;1;2024-09-27;FII HIRE PROPERTIES I - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-07-01;INVESTIDOR QUALIFICADO;BR027ICTF003;1272145.30379616;N;N;Híbrido;Híbrido;Passiva;Indeterminado;;30/06;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;29.018.899/0001-51;2024-12-01;1;2025-03-28;TOP CENTER II FII;2018-01-24;INVESTIDOR QUALIFICADO;;70615000;N;N;Renda;Híbrido;Passiva;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;29.242.809/0001-01;2024-12-01;1;2025-03-31;PRAZO EDUCACIONAL - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-12-10;INVESTIDOR QUALIFICADO;BRPRZOCTF008;13485.57905923;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000140;AVENIDA BRIGADEIRO FARIA LIMA;1355;5 ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;01452919;(11) 2827-3500;;;www.singulare.com.br;fii.adm@singulare.com.br
Classe;29.242.844/0001-20;2024-12-01;1;2025-03-31;TRANCOSO FII;2019-12-03;INVESTIDOR QUALIFICADO;BRFIITCTF003;44334.6457106;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000140;AVENIDA BRIGADEIRO FARIA LIMA;1355;5 ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;01452919;(11) 2827-3500;;;www.singulare.com.br;fii.adm@singulare.com.br
Classe;29.267.567/0001-00;2024-12-01;1;2025-03-20;VBI RENDIMENTOS IMOBILIÁRIOS I FII;2018-12-12;INVESTIDORES EM GERAL;BRBARICTF003;4634191;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;OLIVEIRA TRUST DTVM S.A.;29267567000100;Avenida das Américas;3434;Bloco 07, sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
Classe;29.299.737/0001-39;2024-12-01;2;2025-03-31;RB CAPITAL TFO SITUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2018-07-30;INVESTIDOR QUALIFICADO;BRRBTSCTF002;56525;N;N;Híbrido;Híbrido;Ativa;Determinado;2025-06-30;31/12;S;N;N;S;N;OLIVEIRA TRUST DTVM S.A.;29299737000139;AVENIDA DAS AMÉRICAS;3434;BLOCO 7 SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22640102;(21) 35140000;;;www.oliveitrust.com.br;ger2.fundos@oliveiratrust.com.br
Classe;29.467.977/0001-03;2024-06-01;1;2024-09-26;FII - FII RBR RENDIMENTO HIGH GRADE;2018-05-02;INVESTIDORES EM GERAL;BRRBRRCTF008;15057201;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;29.641.226/0001-53;2024-12-01;1;2025-03-28;PÁTRIA RENDA URBANA FII;2018-04-27;INVESTIDORES EM GERAL;BRHGRUCTF002;23238024;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;BANCO GENIAL S.A.;45246410000155;PRAIA DE BOTAFOGO;228;SALA 907;BOTAFOGO;RIO DE JANEIRO;RJ;22.250-040;(21) 3923-3000;;;www.bancogenial.com;atendimentocvm.banco@genial.com.vc
Classe;29.852.732/0001-91;2024-06-01;1;2024-09-27;VALORA CRI CDI FII  FII;2018-07-27;INVESTIDORES EM GERAL;BRVGIRCTF008;114516482;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;30.017.492/0001-99;2024-12-01;1;2025-03-28;HUSI FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-03-12;INVESTIDORES EM GERAL;BRHUSICTF006;116362;N;N;Desenvolvimento para Renda;Hospital;Ativa;Indeterminado;;31/12;N;N;S;N;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;(11) 2197-4400;;;www.trusteedtvm.com.br;corporativodtvm@trusteedtvm.com.br
Classe;30.048.651/0001-12;2024-12-01;1;2025-03-28;PATRIA EDIFICIOS CORPORATIVOS  FII;2018-01-11;INVESTIDORES EM GERAL;BRPATCCTF002;3477434;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;30048651000112;R. Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;30.091.444/0001-40;2024-06-01;1;2024-09-19;FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO KINEA FII;2018-09-03;INVESTIDORES EM GERAL;BRKFOFCTF006;7014565;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º ANDAR;ITAIM BIBI;SÃO PAULO;SP;04538-132;55(11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
Classe;30.091.506/0001-14;2024-12-01;1;2025-03-28;FII NOVA IGUACU;2019-01-15;INVESTIDOR PROFISSIONAL;BR0A1TCTF007;1858610;S;N;;Shoppings;;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Fundo;30.130.708/0001-28;2024-06-01;1;2024-08-29;KINEA HIGH YIELD CRI FUNDO DE INVESTIMENTO IMOBILIÁRIO FII;2018-07-03;INVESTIDOR QUALIFICADO;BRKNHYCTF005;2816950;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;INTRAG DISTR DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º andar;ITAIM BIBI;SÃO PAULO;SP;04538-132;55-(11)30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
Classe;30.166.700/0001-11;2024-06-01;1;2024-09-26;FII RBR CREDITO IMOBILIARIO;2018-05-24;INVESTIDORES EM GERAL;BRRBRYCTF004;12769512;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;30.178.506/0001-56;2024-12-01;1;2025-03-31;FUNDO DE INVESTIMENTO IMOBILIÁRIO F2ZZ;2019-12-19;INVESTIDOR QUALIFICADO;BR0LT8CTF007;1148.2779;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;22610500000188;Rua Gilberto Sabino;215;4º andar;Pinheiros;São Paulo;SP;5425020;11  30307177;;;www.vortx.com.br;regulatorio.funds@vortx.com.br
Classe;30.230.870/0001-18;2024-12-01;1;2025-03-31;TORDESILHAS EI FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-08-30;INVESTIDORES EM GERAL;BR00MQCTF00;35051354.8112;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;N;N;S;N;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;30230870000118;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;30.248.129/0001-84;2024-12-01;2;2025-04-02;ENCONTRO DAS ÁGUAS II  - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-08-30;INVESTIDOR QUALIFICADO;0;15401902984.5385;N;N;Renda;Shoppings;Ativa;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;34829992000186;Av Faria Lima;2277;17º andar;Vila Olímpia;São Paulo;SP;01452000;35141300;;;www.reag.com.br;compliance@reag.com.br
Classe;30.248.158/0001-46;2024-12-01;1;2025-03-28;LEGATUS SHOPPINGS FII  FII;2019-08-29;INVESTIDORES EM GERAL;BRLASCCTF003;2940298;N;N;Renda;Shoppings;Passiva;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3445;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;30.248.180/0001-96;2024-12-01;1;2025-03-31;HECTARE CE - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-09-19;INVESTIDORES EM GERAL;BRHCTRCTF003;22084202.904;S;S;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;22610500000188;Rua Gilberto Sabino;215;4º andar;Pinheiros;São Paulo;SP;5425020;11  30307177;;;www.vortx.com.br;regulatorio.funds@vortx.com.br
Classe;30.258.790/0001-70;2024-12-01;1;2025-03-31;PRAZO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-08;INVESTIDOR QUALIFICADO;BR01W4CTF001;1469780.42970038;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000140;AVENIDA BRIGADEIRO FARIA LIMA;1355;5 ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;01452919;(11) 2827-3500;;;www.singulare.com.br;fii.adm@singulare.com.br
Classe;30.492.505/0001-81;2024-12-01;1;2025-03-24;FUNDO DE INVESTIMENTO IMOBILIARIO CCPAR;2018-06-11;INVESTIDOR QUALIFICADO;BRCDUPCTF004;390449332;S;N;Renda;Híbrido;Ativa;Determinado;2037-06-10;31/12;N;N;S;N;N;BR-CAPITAL DISTRIB. TITULOS E VALORES MOBILIÁRIOS S.A.;44077014000189;RUA SURUBIM;577;10ºANDAR;CIDADE MONÇÕES;SÃO PAULO;SP;04571-050;(11) 5508-3500;;;www.brcapital.com.br;fundos@brcapital.com.br
;30.495.165/0001-42;2024-12-01;1;2025-03-31;NE LOGISTIC FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-10-30;INVESTIDORES EM GERAL;;438700;S;N;Híbrido;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;XP INVESTIMENTOS CCTVM S.A;02332886000104;Avenida Ataulfo de Paiva;153;5º e 8º  Andar;Leblon;Rio de Janeiro;RJ;22440-032;(11) 3027 - 2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
Classe;30.567.216/0001-02;2024-12-01;1;2025-03-31;BRC RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-05-17;INVESTIDORES EM GERAL;BRFATNCTF000;3608805;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;BR-CAPITAL DISTRIB. TÍTULOS E VALORES MOBILIÁRIOS S.A.;44077014000189;RUA SURUBIM;577;10º ANDAR;BROOKLIN PAULISTA;SÃO PAULO;SP;04571-050;(11) 5508-3500;;;www.brcapital.com.br;fundos@brcapital.com.br
;30.578.275/0001-78;2024-12-01;1;2025-03-31;FUNDO DE INVESTIMENTO IMOBILIÁRIO GV BLUE CHIP;2018-07-05;INVESTIDOR PROFISSIONAL;BRFIGVCTF003;75710.98;N;N;Títulos e Valores Mobiliários;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;30578275000178;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;30.578.351/0001-45;2024-12-01;1;2025-03-31;VX XII - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-03-27;INVESTIDOR QUALIFICADO;BR01MDCTF007;302908.91;N;N;Híbrido;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;30578351000145;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;30.578.417/0001-05;2024-12-01;1;2025-03-31;HABITAT RECEBÍVEIS PULVERIZADOS FII;2019-07-29;INVESTIDORES EM GERAL;BRHBTTCTF001;8126783;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;22610500000188;Rua Gilberto Sabino;215;4º andar;Pinheiros;São Paulo;SP;5425020;11  30307177;;;www.vortx.com.br;regulatorio.funds@vortx.com.br
Classe;30.629.603/0001-18;2024-06-01;1;2024-09-27;FII  VBI LOGISTICO;2018-11-09;INVESTIDORES EM GERAL;BRLVBICTF002;16118565;N;N;Renda;Logística;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;30.642.032/0001-51;2024-12-01;2;2025-03-30;FUNDO DE INVESTIMENTO IMOBILIÁRIO BACURI;2019-04-30;INVESTIDOR QUALIFICADO;0;15549.36475872;N;N;Renda;Shoppings;Ativa;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;34829992000186;Av Faria Lima;2277;17º andar;Vila Olímpia;São Paulo;SP;01452000;35141300;;;www.reag.com.br;compliance@reag.com.br
Classe;30.647.758/0001-87;2024-12-01;1;2025-03-31;RIO BRAVO CRÉDITO IMOBILIÁRIO HIGH GRADE FII;2019-12-16;INVESTIDORES EM GERAL;BRRBHGCTF002;2167957;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;30.654.849/0001-40;2024-12-01;1;2025-03-31;XP PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-12-04;INVESTIDORES EM GERAL;BRXPPRCTF000;7316171;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;30654849000140;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Fundo;30.791.386/0001-68;2024-12-01;1;2025-03-28;FUNDO DE INVESTIMENTO IMOB OURINVEST FUNDO DE FUNDOS;2019-05-23;INVESTIDORES EM GERAL;BROUFFCTF005;0;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;BANCO FATOR S.A.;33644196000106;R. DR. RENATO PAES DE BARROS;1017;12º andar;Itaim Bibi;São Paulo;SP;04530-001;55 11 30499100;;;www.fator.com.br;fundosimobiliarios@fator.com.br
;30.816.679/0001-52;2024-06-01;1;2024-09-19;KINEA CO-INVESTIMENTO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-03-22;INVESTIDOR QUALIFICADO;BR003HCTF006;333595.18142;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Determinado;2033-03-21;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
Classe;30.846.692/0001-54;2024-06-01;1;2024-09-26;METROPOLITANO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-05-15;INVESTIDOR PROFISSIONAL;;1624411.13904241;S;N;Híbrido;Híbrido;Passiva;Indeterminado;;30/06;N;N;S;N;N;OLIVEIRA TRUST DTVM S.A.;30846692000154;Avenida das Américas;3434;Bloco 7, Sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
Classe;30.871.660/0001-09;2024-12-01;1;2025-03-28;VBI ULIVING FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-11-30;INVESTIDOR QUALIFICADO;BR018CCTF005;390774.6659;N;N;Desenvolvimento para Renda;Residencial;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;30871660000109;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;30.871.698/0001-81;2024-12-01;1;2025-03-26;V2 MULTI RENDA FII RESP LIMITADA;2020-01-16;INVESTIDORES EM GERAL;BRHBRHCTF000;2823180;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;30871698000181;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;30.982.880/0001-00;2024-06-01;1;2024-09-20;JPP CAPITAL RECEBIVEIS IMOBILIARIOS - FII;2018-12-17;INVESTIDORES EM GERAL;BRJPPACTF005;904050;N;N;Títulos e Valores Mobiliários;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;FINAXIS CORRETORA;03317692000194;Avenida Paulista;1842;Torre Norte 1º andar cj. 17;Cerqueira Cesar;São Paulo;SP;01310-923;(11) 3526 9001;;;http://finaxis.com.br/;atendimento@finaxis.com.br
Classe;30.982.923/0001-57;2024-12-01;1;2025-03-31;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII VITACON;2018-12-24;INVESTIDOR QUALIFICADO;BR016KCTF002;791524557.3883;S;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;30982923000157;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;30.982.974/0001-89;2024-12-01;1;2025-03-28;GENESIS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-01;INVESTIDOR QUALIFICADO;BRVXXVCTF004;276446;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;(11) 2197-4400;;;www.trusteedtvm.com.br;corporativodtvm@trusteedtvm.com.br
Classe;30.983.020/0001-90;2024-12-01;1;2025-03-31;XP SELECTION FUNDO DE FII;2019-07-10;INVESTIDORES EM GERAL;BRXPSFCTF009;43302140;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;XP INVESTIMENTOS CCTVM S.A;02332886000104;Avenida Ataulfo de Paiva;153;5º e 8º  Andar;Leblon;Rio de Janeiro;RJ;22440-032;(11) 3027 - 2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
Classe;31.145.875/0001-05;2024-12-01;1;2025-03-31;BFC FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-10-29;INVESTIDOR QUALIFICADO;N/A;301487584.464453;S;S;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;S;N;S;N;BANCO GENIAL S.A.;45246410000155;PRAIA DE BOTAFOGO;228;907;RIO DE JANEIRO;BOTAFOGO;RJ;22.250-040;(21) 3923-3000;;;https://www.genialinvestimentos.com.br/;middle@genial.com.vc
Classe;31.152.015/0001-07;2024-12-01;1;2025-03-31;HECTARE DESENVOLVIMENTO STUDENT HOUSING FII;2019-08-30;INVESTIDORES EM GERAL;BRHCSTCTF001;531226.4343;N;N;Desenvolvimento para Renda;Residencial;Ativa;Indeterminado;;31/12;S;N;N;S;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;22610500000188;Rua Gilberto Sabino;215;4º andar;Pinheiros;São Paulo;SP;5425020;11  30307177;;;www.vortx.com.br;regulatorio.funds@vortx.com.br
Classe;31.161.410/0001-48;2024-06-01;1;2024-09-27;RB CAPITAL DESENVOLVIMENTO RESIDENCIAL IV FII;2020-02-20;INVESTIDORES EM GERAL;BRRBIRCTF007;1528615;N;N;Desenvolvimento para Venda;Residencial;Ativa;Determinado;2026-02-20;30/06;S;N;N;S;N;OLIVEIRA TRUST DTVM S.A.;31161410000148;AVENIDA DAS AMÉRICAS;3434;BLOCO 7 - SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
Classe;31.373.514/0001-16;2024-06-01;1;2024-09-26;SÃO JORGE FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-10-16;INVESTIDOR QUALIFICADO;00000;12231732.6611;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;SEFER INVESTIMENTOS DTVM LTDA;31373514000116;AVA BRIGADEIRO FARIA LIMA;3900;6º ANDAR;ITAIM BIBI;SÃO PAULO;SP;01451-010;11 3113-0060;3113-0069;;www.seferinvestimentos.com.br;informeslegais@seferinvestimentos.com.br
