CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Diretor_Representante;Funcao;Nome_Empresa;Periodo;Cargo_Funcao;Atividade_Principal
30.629.603/0001-18;2024-06-01;1;Gustavo Cotta Piersanti;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2007 até o momento.;Ingressou como analista em Fund Services no Banco UBS Pactual e se tornou sócio do Banco BTG Pactual em 2016, passando a ser head da área em 2023.;Atualmente, ocupa o cargo de MD Partner(Manager Director Partner), Head de Fund Services.
30.647.758/0001-87;2024-12-01;1;Marcelo Vieira Francisco;Diretor Responsável pelo FII;Kanastra Gestão de Recursos Ltda;07/2022 até 08/2024;Diretor de Operações;Administrador fiduciário
30.647.758/0001-87;2024-12-01;1;Marcelo Vieira Francisco;Diretor Responsável pelo FII;Santander Securities Services DTVM;04/2019 até 05/2022;Diretor de Administração Fiduciária;Administrador fiduciário
30.647.758/0001-87;2024-12-01;1;Marcelo Vieira Francisco;Diretor Responsável pelo FII;Apex Holding Ltda;Desde 08/2024;Diretor Executivo Adm Fiduciária e Produtos;Administrador fiduciário
30.654.849/0001-40;2024-12-01;1;Eric Hayashida;Diretor Responsável pelo FII;VÓRTX DTVM;01/2022 a atual;Diretor de administração fiduciária, distribuição e suitability;Distribuidora de Títulos e Valores Mobiliários
30.654.849/0001-40;2024-12-01;1;Eric Hayashida;Diretor Responsável pelo FII;ITAÚ UNIBANCO S.A;07/2013 a 10/2020;Fund Operations Manager;Serviços Financeiros
30.654.849/0001-40;2024-12-01;1;Eric Hayashida;Diretor Responsável pelo FII;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A;11/2020 a 01/2022;Relationship Manager;Distribuidora de Títulos e Valores Mobiliários
30.791.386/0001-68;2024-12-01;1;Eduardo Chalub Marino;Diretor Responsável pelo FII;BANCO FATOR S.A.;09/2022 - Atual;Diretor de Recursos de Terceiros;Administração Fiduciária
30.791.386/0001-68;2024-12-01;1;Eduardo Chalub Marino;Diretor Responsável pelo FII;BANCO FATOR S.A.;11/2016 - 09/2022;Gerente de Processo de Operações;Administração Fiduciária
30.816.679/0001-52;2024-06-01;1;ROBERTA ANCHIETA SILVA;Diretor Responsável pelo FII;Itaú Unibanco S.A.;Fevereiro/2021 - Atual;Diretor;Responsável perante a CVM pela atividade de administração de carteira de valores mobiliários, administração fiduciária.
30.816.679/0001-52;2024-06-01;1;ROBERTA ANCHIETA SILVA;Diretor Responsável pelo FII;Itaú Unibanco S.A.;Outubro/2005 - Abril/2017;Gerente de Estruturação de Produtos Asset;Responsável pelo desenvolvimento e gestão da prateleira de fundos de investimento, coletivos e exclusivos, bem como carteiras administradas e ETFs.
30.816.679/0001-52;2024-06-01;1;ROBERTA ANCHIETA SILVA;Diretor Responsável pelo FII;Itaú Unibanco S.A.;Maio/2017 - Atual;Superintendente de Administração Fiduciária;Responsável pela administração fiduciária de mais de 3mil fundos, zelando pelos interesses dos cotistas.
30.846.692/0001-54;2024-06-01;1;JOSE ALEXANDRE COSTA DE FREITAS;Diretor Responsável pelo FII;Oliveira Trust;Março de 1992 - Data atual;Diretor Presidente;Distribuidora de Títulos e Valores Mobiliários
30.871.660/0001-09;2024-12-01;1;Marcelo Vieira Francisco;Diretor Responsável pelo FII;Kanastra Gestão de Recursos Ltda;07/2022 até 08/2024;Diretor de Operações;Administrador fiduciário
30.871.660/0001-09;2024-12-01;1;Marcelo Vieira Francisco;Diretor Responsável pelo FII;Santander Securities Services DTVM;04/2019 até 05/2022;Diretor de Administração Fiduciária;Administrador fiduciário
30.871.660/0001-09;2024-12-01;1;Marcelo Vieira Francisco;Diretor Responsável pelo FII;Apex Holding Ltda;Desde 08/2024;Diretor Executivo Adm Fiduciária e Produtos;Administrador fiduciário
30.871.698/0001-81;2024-12-01;1;Marcelo Vieira Francisco;Diretor Responsável pelo FII;Apex Holding Ltda;Desde 08/2024;Diretor Executivo Adm Fiduciária e Produtos;Administrador fiduciário
30.871.698/0001-81;2024-12-01;1;Marcelo Vieira Francisco;Diretor Responsável pelo FII;Santander Securities Services DTVM;04/2019 até 05/2022;Diretor de Administração Fiduciária;Administrador fiduciário
30.871.698/0001-81;2024-12-01;1;Marcelo Vieira Francisco;Diretor Responsável pelo FII;Kanastra Gestão de Recursos Ltda;07/2022 até 08/2024;Diretor de Operações;Administrador fiduciário
30.982.923/0001-57;2024-12-01;1;Eric Hayashida;Diretor Responsável pelo FII;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A;11/2020 a 01/2022;Relationship Manager;Distribuidora de Títulos e Valores Mobiliários
30.982.923/0001-57;2024-12-01;1;Eric Hayashida;Diretor Responsável pelo FII;ITAÚ UNIBANCO S.A;07/2013 a 10/2020;Fund Operations Manager;Serviços Financeiros
30.982.923/0001-57;2024-12-01;1;Eric Hayashida;Diretor Responsável pelo FII;VÓRTX DTVM;01/2022 a atual;Diretor de administração fiduciária, distribuição e suitability;Distribuidora de Títulos e Valores Mobiliários
30.982.974/0001-89;2024-12-01;1;Artur Martins de Figueiredo;Diretor Responsável pelo FII;Trustee DTVM Ltda;2001/ Atual;Diretor / Conselheiro;Responsável pela administração fiduciária de Fundos de Investimento
30.982.974/0001-89;2024-12-01;1;Artur Martins de Figueiredo;Diretor Responsável pelo FII;Banco Bradesco S/A;2000/2001;Gerente de Underwriting;Realização de prospecção de operações, nas quais as empresas utilizam o mercado de capitais como fonte de recursos para suportar investimentos e/ou alongamento de outros financiamentos / empréstimos.  O trabalho consistia na prospecção propriamente dita, ou seja, visitas / reuniões com os potenciais emissores, bem como o acompanhamento do processo de registro da operação junto à CVM - Comissão de Valores Mobiliário e do procedimento de venda dos títulos ao mercado (basicamente investidores institucionais).
30.982.974/0001-89;2024-12-01;1;Artur Martins de Figueiredo;Diretor Responsável pelo FII;Banco Bandeirantes de Investimentos S/A;1986/1999;Analista de Investimento;Realizava acompanhamento de empresas de capital aberto, bem como o mercado financeiro de um modo geral, objetivando a elaboração de relatórios diários para definição de estratégias na administração de recursos de terceiros.
30.982.974/0001-89;2024-12-01;1;Artur Martins de Figueiredo;Diretor Responsável pelo FII;Planner Corretora de Valores S/A;1999/2000;Gerente;Coordenação da Área de Agente Fiduciário, realizando entre outras atividades, o acompanhamento diário dos preços unitários das debêntures, controle dos "covenants" financeiros constantes da escritura de emissão, bem como avaliação das providências a serem adotadas nas emissões que encontram-se inadimplentes.
30.983.020/0001-90;2024-12-01;1;Lizandro Sommer Arnoni;Diretor Responsável pelo FII;XP Investimentos CCTVM S.A.;Desde setembro de 2021;Diretor de Administração Fiduciária;Diretor responsável pelos serviços de administração fiduciária
30.983.020/0001-90;2024-12-01;1;Lizandro Sommer Arnoni;Diretor Responsável pelo FII;BNY Mellon Serviços Financeiros DTVM;março de 2015 a agosto de 2021;Diretor Executivo;Diretor Executivo responsável pelos serviços de administração fiduciária, custódia e controladoria
31.145.875/0001-05;2024-12-01;1;Rodrigo de Godoy;Diretor Responsável pelo FII;BANCO GENIAL S.A.;2016/Atual;Diretor;Instituição Financeira
31.152.015/0001-07;2024-12-01;1;Eric Hayashida;Diretor Responsável pelo FII;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A;11/2020 a 01/2022;Relationship Manager;Distribuidora de Títulos e Valores Mobiliários
31.152.015/0001-07;2024-12-01;1;Eric Hayashida;Diretor Responsável pelo FII;VÓRTX DTVM;01/2022 a atual;Diretor de administração fiduciária, distribuição e suitability;Distribuidora de Títulos e Valores Mobiliários
31.152.015/0001-07;2024-12-01;1;Eric Hayashida;Diretor Responsável pelo FII;ITAÚ UNIBANCO S.A;07/2013 a 10/2020;Fund Operations Manager;Serviços Financeiros
31.161.410/0001-48;2024-06-01;1;José Alexandre Costa de Freitas;Diretor Responsável pelo FII;Oliveira Trust;Março/1992 - Data Atual;Diretor Presidente;Distribuidora de Títulos e Valores Mobiliários
31.373.514/0001-16;2024-06-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;SEFER INVESTIMENTOS DTVM LTDA;NOV/22 A ABR/23;SUPERINTENDENTE;ADMINISTRADORA E CUSTODIA DE FUNDOS
31.373.514/0001-16;2024-06-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;REAG INVESTIMENTOS;AGO/18 A NOV/22;GESTÃO;ADMINISTRADORA E CUSTODIA DE FUNDOS
31.373.514/0001-16;2024-06-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;SEFER INVESTIMENTOS DTVM LTDA;ABR/23 A ABR/24;DIRETORA DE CUSTODIA;ADMINISTRADORA E CUSTODIA DE FUNDOS
31.373.514/0001-16;2024-06-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;SEFER INVESTIMENTOS DTVM LTDA;ABR/24 A ATUAL;DIRETORA DE ADMINISTRAÇÃO FIDUCIÁRIA;ADMINISTRADORA E CUSTODIA DE FUNDOS
31.373.514/0001-16;2024-06-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;GRADUAL CCTVM;FEV/15 A ABR/18;AUDITORIA;ADMINISTRADORA E CUSTODIA DE FUNDOS
31.469.385/0001-64;2024-12-01;1;José Alexandre Costa de Freitas;Diretor Responsável pelo FII;Oliveira Trust;Março de 1992 - Data atual;Diretor Presidente;Distribuidora de Títulos e Valores Mobiliários
31.508.219/0001-20;2024-12-01;1;José Alexandre Costa de Freitas;Diretor Responsável pelo FII;Oliveira Trust;Março/1992 - Data Atual;Diretor Presidente;Distribuidopra de Títulos e Valores Mobiliários
31.524.769/0001-32;2024-12-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;GRADUAL CCTVM;FEV/15 A ABR/18;AUDITORIA;controladoria e custodia de fundos
31.524.769/0001-32;2024-12-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;REAG INVESTIMENTOS;AGO/18 A NOV/22;GESTÃO;controladoria e custodia de fundos
31.524.769/0001-32;2024-12-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;SEFER INVESTIMENTOS DTVM LTDA;ABR/23 A ABR/24;DIRETORA DE CUSTÓDIA;controladoria e custodia de fundos
31.524.769/0001-32;2024-12-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;SEFER INVESTIMENTOS DTVM LTDA;NOV/22 A ABR/23;SUPERINTENDENTE;controladoria e custodia de fundos
31.524.769/0001-32;2024-12-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;SEFER INVESTIMENTOS DTVM LTDA;ABR/24 ATÉ O MOMENTO;DIRETORA DE ADMINISTRAÇÃO FIDUCIÁRIA;controladoria e custodia de fundos
31.524.789/0001-03;2024-12-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;SEFER INVESTIMENTOS DTVM LTDA;ABR/23 A ABR/24;DIRETORA DE CUSTÓDIA;controladoria e custodia de fundos
31.524.789/0001-03;2024-12-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;REAG INVESTIMENTOS;AGO/18 A NOV/22;GESTÃO;controladoria e custodia de fundos
31.524.789/0001-03;2024-12-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;SEFER INVESTIMENTOS DTVM LTDA;ABR/24 ATÉ O MOMENTO;DIRETORA DE ADMINISTRAÇÃO FIDUCIÁRIA;controladoria e custodia de fundos
31.524.789/0001-03;2024-12-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;SEFER INVESTIMENTOS DTVM LTDA;NOV/22 A ABR/23;SUPERINTENDENTE;controladoria e custodia de fundos
31.524.789/0001-03;2024-12-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;GRADUAL CCTVM;FEV/15 A ABR/18;AUDITORIA;controladoria e custodia de fundos
31.544.493/0001-54;2024-12-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;SEFER INVESTIMENTOS DTVM LTDA;NOV/22 A ABR/23;SUPERINTENDENTE;controladoria e custodia de fundos
31.544.493/0001-54;2024-12-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;SEFER INVESTIMENTOS DTVM LTDA;ABR/23 A ABR/24;DIRETORA DE CUSTÓDIA;controladoria e custodia de fundos
31.544.493/0001-54;2024-12-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;SEFER INVESTIMENTOS DTVM LTDA;ABR/24 ATÉ O MOMENTO;DIRETORA DE ADMINISTRAÇÃO FIDUCIÁRIA;controladoria e custodia de fundos
31.544.493/0001-54;2024-12-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;GRADUAL CCTVM;FEV/15 A ABR/18;AUDITORIA;controladoria e custodia de fundos
31.544.493/0001-54;2024-12-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;REAG INVESTIMENTOS;AGO/18 A NOV/22;GESTÃO;controladoria e custodia de fundos
31.544.514/0001-31;2024-06-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;SEFER INVESTIMENTOS DTVM LTDA;ABR/24 ATÉ O MOMENTO;DIRETORA DE ADMINISTRAÇÃO FIDUCIÁRIA;controladoria e custodia de fundos
31.544.514/0001-31;2024-06-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;GRADUAL CCTVM;FEV/15 A ABR/18;AUDITORIA;controladoria e custodia de fundos
31.544.514/0001-31;2024-06-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;SEFER INVESTIMENTOS DTVM LTDA;NOV/22 A ABR/23;SUPERINTENDENTE;controladoria e custodia de fundos
31.544.514/0001-31;2024-06-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;SEFER INVESTIMENTOS DTVM LTDA;ABR/23 A ABR/24;DIRETORA DE CUSTÓDIA;controladoria e custodia de fundos
31.544.514/0001-31;2024-06-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;REAG INVESTIMENTOS;AGO/18 A NOV/22;GESTÃO;controladoria e custodia de fundos
31.547.782/0001-07;2024-12-01;1;Marcelo Vieira Francisco;Diretor Responsável pelo FII;Santander Securities Services DTVM;04/2019 até 05/2022;Diretor de Administração Fiduciária;Administrador fiduciário
31.547.782/0001-07;2024-12-01;1;Marcelo Vieira Francisco;Diretor Responsável pelo FII;Apex Holding Ltda;Desde 08/2024;Diretor Executivo Adm Fiduciária e Produtos;Administrador fiduciário
31.547.782/0001-07;2024-12-01;1;Marcelo Vieira Francisco;Diretor Responsável pelo FII;Kanastra Gestão de Recursos Ltda;07/2022 até 08/2024;Diretor de Operações;Administrador fiduciário
31.547.855/0001-60;2024-12-01;1;Marcelo Vieira Francisco;Diretor Responsável pelo FII;Kanastra Gestão de Recursos Ltda;07/2022 até 08/2024;Diretor de Operações;Administrador fiduciário
31.547.855/0001-60;2024-12-01;1;Marcelo Vieira Francisco;Diretor Responsável pelo FII;Apex Holding Ltda;Desde 08/2024;Diretor Executivo Adm Fiduciária e Produtos;Administrador fiduciário
31.547.855/0001-60;2024-12-01;1;Marcelo Vieira Francisco;Diretor Responsável pelo FII;Santander Securities Services DTVM;04/2019 até 05/2022;Diretor de Administração Fiduciária;Administrador fiduciário
31.547.989/0001-81;2024-12-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;SEFER INVESTIMENTOS DTVM LTDA;ABR/24 ATÉ O MOMENTO;DIRETORA DE ADMINISTRAÇÃO FIDUCIÁRIA;controladoria e custodia de fundos
31.547.989/0001-81;2024-12-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;SEFER INVESTIMENTOS DTVM LTDA;ABR/23 A ABR/24;DIRETORA DE CUSTÓDIA;controladoria e custodia de fundos
31.547.989/0001-81;2024-12-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;REAG INVESTIMENTOS;AGO/18 A NOV/22;GESTÃO;controladoria e custodia de fundos
31.547.989/0001-81;2024-12-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;GRADUAL CCTVM;FEV/15 A ABR/18;AUDITORIA;controladoria e custodia de fundos
31.547.989/0001-81;2024-12-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;SEFER INVESTIMENTOS DTVM LTDA;NOV/22 A ABR/23;SUPERINTENDENTE;controladoria e custodia de fundos
31.713.934/0001-02;2024-12-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;GRADUAL CCTVM;FEV/15 A ABR/18;AUDITORIA;controladoria e custodia de fundos
31.713.934/0001-02;2024-12-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;REAG INVESTIMENTOS;AGO/18 A NOV/22;GESTÃO;controladoria e custodia de fundos
31.713.934/0001-02;2024-12-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;SEFER INVESTIMENTOS DTVM LTDA;ABR/24 ATÉ O MOMENTO;DIRETORA DE ADMINISTRAÇÃO FIDUCIÁRIA;controladoria e custodia de fundos
31.713.934/0001-02;2024-12-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;SEFER INVESTIMENTOS DTVM LTDA;ABR/23 A ABR/24;DIRETORA DE CUSTÓDIA;controladoria e custodia de fundos
31.713.934/0001-02;2024-12-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;SEFER INVESTIMENTOS DTVM LTDA;NOV/22 A ABR/23;SUPERINTENDENTE;controladoria e custodia de fundos
31.772.231/0001-47;2024-12-01;1;Marcelo Vieira Francisco;Diretor Responsável pelo FII;Apex Holding Ltda;Desde 08/2024;Diretor Executivo Adm Fiduciária e Produtos;Administrador fiduciário
31.772.231/0001-47;2024-12-01;1;Marcelo Vieira Francisco;Diretor Responsável pelo FII;Santander Securities Services DTVM;04/2019 até 05/2022;Diretor de Administração Fiduciária;Administrador fiduciário
